phenocode,phenotype,category,chapter_prefix,num_cases,num_controls,finngen_R12_url
N14_UTER_POLYP,Uterine polyps,XIV Diseases of the genitourinary system (N14_),XIV,3935,130160,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_UTER_POLYP.gz
N14_GLOMER_NEPHRITIS,Glomerulonephritis,XIV Diseases of the genitourinary system (N14_),XIV,3905,496443,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_GLOMER_NEPHRITIS.gz
N14_OTHNONINFVULV,Other noninflammatory disorders of vulva and perineum,XIV Diseases of the genitourinary system (N14_),XIV,3879,130160,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHNONINFVULV.gz
N14_ENDOMETRIOSIS_DEEP,Deep endometriosis,XIV Diseases of the genitourinary system (N14_),XIV,3806,271937,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_ENDOMETRIOSIS_DEEP.gz
N14_OTHPENIS,Other disorders of penis,XIV Diseases of the genitourinary system (N14_),XIV,3777,153573,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHPENIS.gz
N14_RENFAILNAS,Unspecified kidney failure,XIV Diseases of the genitourinary system (N14_),XIV,3743,480448,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_RENFAILNAS.gz
N14_ORHCEPINDIDYMITIS,Orchitis and epididymitis,XIV Diseases of the genitourinary system (N14_),XIV,3741,153573,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_ORHCEPINDIDYMITIS.gz
N14_FIANOV,"Female infertility, associated with anovulation",XIV Diseases of the genitourinary system (N14_),XIV,3617,130160,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FIANOV.gz
N14_NEUROMUSCDYSBLADD,Neuromuscular dysfunction of bladder,XIV Diseases of the genitourinary system (N14_),XIV,3550,403328,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_NEUROMUSCDYSBLADD.gz
N14_OTHNONINFVAG,Other noninflammatory disorders of vagina,XIV Diseases of the genitourinary system (N14_),XIV,3250,130160,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHNONINFVAG.gz
N14_ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA,Endometriosis of rectovaginal septum and vagina,XIV Diseases of the genitourinary system (N14_),XIV,3226,130160,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA.gz
N14_AMENORRHEAPRIM,Amenorrhoea,XIV Diseases of the genitourinary system (N14_),XIV,3123,130160,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_AMENORRHEAPRIM.gz
N14_SPERMATOCELE,Spermatocele,XIV Diseases of the genitourinary system (N14_),XIV,3014,153573,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_SPERMATOCELE.gz
N14_TUBULOINTNEPHRNAS,"Tubulo-interstitial nephritis, not specified as acute or chronic",XIV Diseases of the genitourinary system (N14_),XIV,2844,447142,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_TUBULOINTNEPHRNAS.gz
N14_INFLAMMBREAST,Inflammatory disorders of breast,XIV Diseases of the genitourinary system (N14_),XIV,2468,258508,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_INFLAMMBREAST.gz
N14_INFCERVIX,Inflammatory disease of cervix uteri,XIV Diseases of the genitourinary system (N14_),XIV,2426,250564,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_INFCERVIX.gz
N14_CYSTKID,Cyst of kidney,XIV Diseases of the genitourinary system (N14_),XIV,2377,495511,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_CYSTKID.gz
N14_VULVOVAGINFINOTH,Vulvovaginal ulceration/inflammation in other diseases,XIV Diseases of the genitourinary system (N14_),XIV,2320,250564,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_VULVOVAGINFINOTH.gz
N14_URETHRALSTRICT,Urethral stricture,XIV Diseases of the genitourinary system (N14_),XIV,2132,403328,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_URETHRALSTRICT.gz
N14_FITUB,"Female infertility, tubal origin",XIV Diseases of the genitourinary system (N14_),XIV,2038,130160,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FITUB.gz
N14_IMPOTENCE,Impotence,XIV Diseases of the genitourinary system (N14_),XIV,1919,153573,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_IMPOTENCE.gz
N14_CALCULOWER,Calculus of lower urinary tract,XIV Diseases of the genitourinary system (N14_),XIV,1878,486185,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_CALCULOWER.gz
N14_OTHNONINFCERVIX,Other noninflammatory disorders of cervix uteri,XIV Diseases of the genitourinary system (N14_),XIV,1865,130160,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHNONINFCERVIX.gz
N14_MALEINFERT,Male infertility,XIV Diseases of the genitourinary system (N14_),XIV,1852,153573,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_MALEINFERT.gz
N14_OBSTRUREFLUROPATH,Other obstructive and reflux uropathy,XIV Diseases of the genitourinary system (N14_),XIV,1755,447142,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OBSTRUREFLUROPATH.gz
N14_VULVAL_DYSPLASIA_ALL,All dysplastic lesions of the vulva,XIV Diseases of the genitourinary system (N14_),XIV,1554,280510,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_VULVAL_DYSPLASIA_ALL.gz
N14_PROHERNOV,Prolapse and hernia of ovary and fallopian tube,XIV Diseases of the genitourinary system (N14_),XIV,1506,130160,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_PROHERNOV.gz
N14_CHRONTUBULOINTNEPHRITIS,Chronic tubulo-interstitial nephritis,XIV Diseases of the genitourinary system (N14_),XIV,1494,447142,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_CHRONTUBULOINTNEPHRITIS.gz
N14_OLIGOMEN,Oligomenorrhoea,XIV Diseases of the genitourinary system (N14_),XIV,1445,130160,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OLIGOMEN.gz
N14_CHRONEPHROPATH,Chronic nephritic syndrome,XIV Diseases of the genitourinary system (N14_),XIV,1438,492922,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_CHRONEPHROPATH.gz
N14_DIALYSIS,Dialysis,XIV Diseases of the genitourinary system (N14_),XIV,1432,480448,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_DIALYSIS.gz
N14_BARTHOCYS,Cyst of Bartholin Gland,XIV Diseases of the genitourinary system (N14_),XIV,1428,250564,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_BARTHOCYS.gz
N14_OTHDISMALEGEN,Other disorders of male genital organs,XIV Diseases of the genitourinary system (N14_),XIV,1425,153573,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHDISMALEGEN.gz
N14_OTHINFVAGVULV,Other inflammation of vagina/vulva,XIV Diseases of the genitourinary system (N14_),XIV,1382,250564,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHINFVAGVULV.gz
N14_PROSTAOTH,Other disorders of prostate,XIV Diseases of the genitourinary system (N14_),XIV,1307,153573,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_PROSTAOTH.gz
N14_DISIMPAIRRENTUB,Disorders resulting from impaired renal tubular function,XIV Diseases of the genitourinary system (N14_),XIV,1186,495511,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_DISIMPAIRRENTUB.gz
N14_OTHETNASKIDUR,Other specified disorders of kidney and ureter,XIV Diseases of the genitourinary system (N14_),XIV,1170,495511,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHETNASKIDUR.gz
N14_NEPHROTICSYND,Nephrotic syndrome,XIV Diseases of the genitourinary system (N14_),XIV,1106,492922,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_NEPHROTICSYND.gz
N14_OTHNONINFOVA,"Other and unspecified noninflammatory disorders of ovary, fallopian tube and broad ligament",XIV Diseases of the genitourinary system (N14_),XIV,1079,130160,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHNONINFOVA.gz
N14_EROSECTROPUT,Erosion and ectropion of cervix uteri,XIV Diseases of the genitourinary system (N14_),XIV,1072,130160,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_EROSECTROPUT.gz
N14_VULVAL_LSIL,LSIL lesion of the vulva,XIV Diseases of the genitourinary system (N14_),XIV,1047,281017,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_VULVAL_LSIL.gz
N14_BARTHOOTHNAS,Other and unspecified disease of Bartholin gland,XIV Diseases of the genitourinary system (N14_),XIV,1020,250564,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_BARTHOOTHNAS.gz
N14_BARTHOABSCESS,Abscess of Bartholin gland,XIV Diseases of the genitourinary system (N14_),XIV,997,250564,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_BARTHOABSCESS.gz
N14_VAGINAL_DYSPLASIA_ALL,All dysplastic lesions of the vagina,XIV Diseases of the genitourinary system (N14_),XIV,915,281149,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_VAGINAL_DYSPLASIA_ALL.gz
N14_OVARTORS,"Torsion of ovary, ovarian pedicle and fallopian tube",XIV Diseases of the genitourinary system (N14_),XIV,881,130160,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OVARTORS.gz
N14_RENALTUBULOOTH,Other renal tubulo-interstitial diseases,XIV Diseases of the genitourinary system (N14_),XIV,874,447142,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_RENALTUBULOOTH.gz
N14_ULCERVAGVUL,Ulcer of vagina/vulva,XIV Diseases of the genitourinary system (N14_),XIV,868,250564,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_ULCERVAGVUL.gz
N14_IGA_NEPHROPATHY,IgA nephropathy (IgA glomerulonephritis),XIV Diseases of the genitourinary system (N14_),XIV,822,499526,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_IGA_NEPHROPATHY.gz
N14_URETHRITISANDURSYNDR,Urethritis and urethral syndrome,XIV Diseases of the genitourinary system (N14_),XIV,815,403328,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_URETHRITISANDURSYNDR.gz
N14_HABITABORT,Habitual aborter,XIV Diseases of the genitourinary system (N14_),XIV,811,130160,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_HABITABORT.gz
N14_NEPHRITICNAS,Unspecified nephritic syndrome,XIV Diseases of the genitourinary system (N14_),XIV,798,492922,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_NEPHRITICNAS.gz
N14_TORSIOTEST,Torsion of testis,XIV Diseases of the genitourinary system (N14_),XIV,778,153573,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_TORSIOTEST.gz
N14_ACUTENEPHRITIC,Acute nephritic syndrome,XIV Diseases of the genitourinary system (N14_),XIV,762,492922,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_ACUTENEPHRITIC.gz
N14_ENDOMETRIOSIS_INTESTINE,Endometriosis of intestine,XIV Diseases of the genitourinary system (N14_),XIV,617,130160,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_ENDOMETRIOSIS_INTESTINE.gz
N14_OVAR_HYPERSTIM,Ovarian hyperstimulation (induction),XIV Diseases of the genitourinary system (N14_),XIV,614,263875,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OVAR_HYPERSTIM.gz
N14_FEMGENFISTUL,Fistulae involving female genital tract,XIV Diseases of the genitourinary system (N14_),XIV,571,130160,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FEMGENFISTUL.gz
N14_VULVAL_HSIL,HSIL lesion of the vulva,XIV Diseases of the genitourinary system (N14_),XIV,563,281501,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_VULVAL_HSIL.gz
ST19_FRACT_LOWER_LEG_INCLU_ANKLE,"Fracture of lower leg, including ankle","XIX Injury, poisoning and certain other consequences of external causes (ST19_)",XIX,28218,423508,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ST19_FRACT_LOWER_LEG_INCLU_ANKLE.gz
ST19_FRACT_FOREA,Fracture of forearm,"XIX Injury, poisoning and certain other consequences of external causes (ST19_)",XIX,27907,462982,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ST19_FRACT_FOREA.gz
ST19_FRACT_SHOUL_UPPER_ARM,Fracture of shoulder and upper arm,"XIX Injury, poisoning and certain other consequences of external causes (ST19_)",XIX,16817,454533,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ST19_FRACT_SHOUL_UPPER_ARM.gz
ST19_FRACT_WRIST_HAND_LEVEL,Fracture at wrist and hand level,"XIX Injury, poisoning and certain other consequences of external causes (ST19_)",XIX,16641,441025,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ST19_FRACT_WRIST_HAND_LEVEL.gz
ST19_FRACT_RIBS_STERNUM_THORACIC_SPINE,"Fracture of rib(s), sternum and thoracic spine","XIX Injury, poisoning and certain other consequences of external causes (ST19_)",XIX,12995,478997,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ST19_FRACT_RIBS_STERNUM_THORACIC_SPINE.gz
ST19_FRACT_FEMUR,Fracture of femur,"XIX Injury, poisoning and certain other consequences of external causes (ST19_)",XIX,12229,476877,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ST19_FRACT_FEMUR.gz
ST19_FRACT_FOOT_ANKLE,"Fracture of foot, except ankle","XIX Injury, poisoning and certain other consequences of external causes (ST19_)",XIX,10987,462569,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ST19_FRACT_FOOT_ANKLE.gz
ST19_FRACT_SKULL_FACIAL_BONES,Fracture of skull and facial bones,"XIX Injury, poisoning and certain other consequences of external causes (ST19_)",XIX,9677,430988,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ST19_FRACT_SKULL_FACIAL_BONES.gz
ST19_FRACT_LUMBAR_SPINE_PELVIS,Fracture of lumbar spine and pelvis,"XIX Injury, poisoning and certain other consequences of external causes (ST19_)",XIX,9061,481639,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ST19_FRACT_LUMBAR_SPINE_PELVIS.gz
ST19_FRACT_NECK,Fracture of neck,"XIX Injury, poisoning and certain other consequences of external causes (ST19_)",XIX,2108,490069,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ST19_FRACT_NECK.gz
O15_DELIV_SPONT,Single spontaneous delivery,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,144966,119890,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_DELIV_SPONT.gz
O15_PREG_ABORT,Pregnancy with abortive outcome,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,82785,199279,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_PREG_ABORT.gz
O15_COMPLIC_LAB_DELIV,Complications of labour and delivery,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,67139,214925,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_COMPLIC_LAB_DELIV.gz
O15_MATERN_CARE,Maternal care related to the fetus and amniotic cavity and possible delivery problems,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,60878,221186,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_MATERN_CARE.gz
O15_ABORT_MEDICAL,Medical abortion,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,48485,199279,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_ABORT_MEDICAL.gz
O15_PREG_OTHER_MAT_DISORD,Other maternal disorders predominantly related to pregnancy,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,44158,237906,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_PREG_OTHER_MAT_DISORD.gz
O15_ABORT_SPONTAN,Spontaneous abortion,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,23167,199279,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_ABORT_SPONTAN.gz
O15_FALSE_LAB,False labour,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,21029,221186,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_FALSE_LAB.gz
O15_HYPTENSPREG,Pregnancy hypertension,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,20405,261659,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_HYPTENSPREG.gz
O15_DELIV_CAESAR,Single delivery by caesarean section,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,18567,119890,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_DELIV_CAESAR.gz
O15_OTHER_MATERN_DIS_ELSEWHERE,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","XV Pregnancy, childbirth and the puerperium (O15_)",XV,18286,263245,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_OTHER_MATERN_DIS_ELSEWHERE.gz
O15_CONCEPT_ABNORM,Other abnormal products of conception,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,16633,199279,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_CONCEPT_ABNORM.gz
O15_MATERN_CARE_OTHER,Maternal care for other known or suspected fetal problems,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,14538,221186,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_MATERN_CARE_OTHER.gz
O15_PREEC_OR_FETGRO,Pre-eclampsia or poor fetal growth,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,14303,267761,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_PREEC_OR_FETGRO.gz
O15_MATERN_CARE_PELVIC_ABNORM,Maternal care for known or suspected abnormality of pelvic organs,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,13143,221186,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_MATERN_CARE_PELVIC_ABNORM.gz
O15_HAEMORRH_EARLY_PREG,Haemorrhage in early pregnancy,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,13013,237906,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_HAEMORRH_EARLY_PREG.gz
O15_LABOUR_FETAL_STRESS,Labour and delivery complicated by fetal stress [distress],"XV Pregnancy, childbirth and the puerperium (O15_)",XV,12168,214925,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_LABOUR_FETAL_STRESS.gz
O15_GESTAT_HYPERT,Gestational [pregnancy-induced] hypertension,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,12050,259313,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_GESTAT_HYPERT.gz
O15_COMPLIC_PUERP,Complications predominantly related to the puerperium,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,11836,270228,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_COMPLIC_PUERP.gz
O15_POSTPART_HEAMORRH_ALLW,Postpartum haemorrhage,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,11734,270330,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_POSTPART_HEAMORRH_ALLW.gz
O15_PRETERM,Preterm labour and delivery,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,11405,214925,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_PRETERM.gz
O15_DELIV_FORCEP_VAC,Single delivery by forceps and vacuum extractor,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,11333,119890,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_DELIV_FORCEP_VAC.gz
O15_LABOUR_LONG,Long labour,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,11260,214925,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_LABOUR_LONG.gz
O15_LABOUR_MALPOS,Obstructed labour due to malposition and malpresentation of fetus,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,10484,214925,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_LABOUR_MALPOS.gz
O15_MEMBR_PREMAT_RUPT,Premature rupture of membranes,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,10408,221186,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_MEMBR_PREMAT_RUPT.gz
O15_PRE_OR_ECLAMPSIA,Pre-eclampsia or eclampsia,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,9717,259181,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_PRE_OR_ECLAMPSIA.gz
O15_PREG_MATERN_CARE,Maternal care for other conditions predominantly related to pregnancy,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,9628,237906,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_PREG_MATERN_CARE.gz
O15_PREECLAMPS,Pre-eclampsia,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,9023,259313,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_PREECLAMPS.gz
O15_MAT_CARE_MALPRESENT,Maternal care for known or suspected malpresentation of fetus,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,8714,221186,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_MAT_CARE_MALPRESENT.gz
O15_PREG_ECTOP,Ectopic pregnancy,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,7586,199279,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_PREG_ECTOP.gz
O15_DELIV_PERIN_LACER,Perineal laceration during delivery,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,7500,214925,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_DELIV_PERIN_LACER.gz
O15_MATERN_CARE_FETAL_ABNORM,Maternal care for known or suspected fetal abnormality and damage,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,7051,221186,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_MATERN_CARE_FETAL_ABNORM.gz
O15_PREG_PROLONGED,Prolonged pregnancy,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,7049,221186,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_PREG_PROLONGED.gz
O15_LABOUR_PELVIC_ABNORM,Obstructed labour due to maternal pelvic abnormality,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,6313,214925,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_LABOUR_PELVIC_ABNORM.gz
O15_AMNIOT_OTHER,Other disorders of amniotic fluid and membranes,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,6066,221186,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_AMNIOT_OTHER.gz
O15_POOR_FETGRO,Poor fetal growth,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,5315,276749,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_POOR_FETGRO.gz
O15_POSTPART_HAEMORRH_PLACENTA,Postpartum haemorrhage due to retained placenta,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,5306,201742,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_POSTPART_HAEMORRH_PLACENTA.gz
O15_PUERP_SEPSIS,Puerperal sepsis,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,5246,270228,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_PUERP_SEPSIS.gz
O15_RETAINED_PLAC_MEMB_NO_HEAMORRH,"Retained placenta and membranes, without haemorrhage","XV Pregnancy, childbirth and the puerperium (O15_)",XV,4995,214925,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_RETAINED_PLAC_MEMB_NO_HEAMORRH.gz
O15_LABOUR_OTHER,"Other complications of labour and delivery, not elsewhere classified","XV Pregnancy, childbirth and the puerperium (O15_)",XV,4944,214925,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_LABOUR_OTHER.gz
O15_LABOUR_ABNORM_FORCES,Abnormalities of forces of labour,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,4378,214925,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_LABOUR_ABNORM_FORCES.gz
O15_POSTPART_HAEMORRH_ANATOMY,Postpartum haemorrhage due to anatomy,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,4372,202676,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_POSTPART_HAEMORRH_ANATOMY.gz
O15_PREG_GU_INFECT,Infections of genitourinary tract in pregnancy,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,4028,237906,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_PREG_GU_INFECT.gz
O15_MULTIP_GEST,Multiple gestation,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,3921,221186,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_MULTIP_GEST.gz
O15_TWIN_GEST,Twin gestation,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,3795,221186,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_TWIN_GEST.gz
O15_ANTEPART_HAEM_NAS,"Antepartum haemorrhage, not elsewhere classified","XV Pregnancy, childbirth and the puerperium (O15_)",XV,3627,221186,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_ANTEPART_HAEM_NAS.gz
O15_ANTENAT_ABNORM,Abnormal findings on antenatal screening of mother,"XV Pregnancy, childbirth and the puerperium (O15_)",XV,3609,237906,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_ANTENAT_ABNORM.gz
